Institute,Course,GOPEN,GSC,GSEBC,LOPEN,LST,LOBC,EWS,GST,GOBC,LSEBC,LSC,GNTA,GNTB,GNTC,DEFR-OBC,PWDR-OBC,LNTA,LNTC,LNTD,PWD-O,DEF-O,LNTB,GNTD,MI,ORP,PWDR-SC,DEFR-SC,DEFR-SEBC,PWDR-SEBC,DEFR-ST,DEFR-NTB,DEFR-NTA
6006 COEP Technological University (University Autonomous),Metallurgy and Material Technology,90.62%,88.15%,,83.90%,,76.00%,87.08%,,89.29%,81.22%,,85.05%,,81.23%,,,,,,,,,,,,,,,,,,
"6007 Walchand College of Engineering, Sangli (Government-Aided Autonomous)",Civil Engineering,95.00%,91.37%,,95.63%,,93.68%,87.74%,82.95%,94.11%,93.53%,,,,,,,89.47%,,,,,,,,,,,,,,,
"6007 Walchand College of Engineering, Sangli (Government-Aided Autonomous)",Computer Science and Engineering,95.26%,94.00%,95.06%,94.94%,72.53%,,93.20%,,94.58%,,,,93.79%,,,,,,,,,,,,,,,,,,,
"6007 Walchand College of Engineering, Sangli (Government-Aided Autonomous)",Information Technology,95.00%,,94.82%,94.11%,,,92.11%,86.25%,94.38%,,91.60%,,,,,,,,,,,,,,,,,,,,,
"6007 Walchand College of Engineering, Sangli (Government-Aided Autonomous)",Electrical Engineering,94.13%,92.56%,,94.47%,69.06%,,91.56%,,94.00%,92.50%,,,,,,,,,,,,,,,,,,,,,,
"6007 Walchand College of Engineering, Sangli (Government-Aided Autonomous)",Electronics Engineering,94.00%,90.39%,93.43%,93.29%,,92.53%,91.54%,78.94%,,,,,,,,,,,,,,,,,,,,,,,,
"6007 Walchand College of Engineering, Sangli (Government-Aided Autonomous)",Mechanical Engineering,93.53%,,,91.38%,,,88.67%,81.71%,92.76%,90.00%,81.74%,,,,,,,,,,,,,,,,,,,,,
"6028 Department of Technology, Shivaji University, Kolhapur (University Department)",Civil Engineering,78.21%,66.16%,57.58%,81.84%,,75.26%,71.68%,,67.47%,81.47%,64.26%,58.80%,66.57%,68.47%,,,,,,66.74%,57.09%,70.79%,54.68%,,,,,,,,,
"6028 Department of Technology, Shivaji University, Kolhapur (University Department)",Computer Science and Technology,89.03%,,,90.82%,,84.97%,78.74%,,85.88%,89.60%,82.40%,,,,,,,,,,,,,,,,,,,,,
"6028 Department of Technology, Shivaji University, Kolhapur (University Department)",Electronics and Telecommunication Engg,85.88%,78.89%,85.29%,88.24%,,,73.53%,,80.94%,,,82.24%,,81.35%,,,,,,,,,,,,,,,,,,
"6028 Department of Technology, Shivaji University, Kolhapur (University Department)",Food Technology,66.71%,,,82.00%,,76.91%,73.91%,,,,73.14%,,,,,,,,,,,,,,,,,,,,,
"6028 Department of Technology, Shivaji University, Kolhapur (University Department)",Chemical Engineering,64.10%,,,60.00%,,,60.78%,,,,,,,,,,,,,,,,,,,,,,,,,
"6028 Department of Technology, Shivaji University, Kolhapur (University Department)",Mechanical Engineering,76.87%,62.26%,69.43%,76.88%,,63.33%,76.35%,,66.67%,64.21%,,65.54%,,63.28%,,,,,,,,67.59%,,,,,,,,,,
"6036 Government College of Engineering, Kolhapur (Government)",Computer Science and Engineering,90.17%,89.03%,,91.13%,67.80%,90.57%,89.77%,,90.00%,89.77%,,,,,,,,,,,,,,,,,,,,,,
"6036 Government College of Engineering, Kolhapur (Government)",Artificial Intelligence (AI) and Data Science,88.74%,84.97%,88.23%,89.66%,,,87.60%,,87.25%,,,,,,,,,,,,,,,,,,,,,,,
"6036 Government College of Engineering, Kolhapur (Government)",Electrical Engineering,89.50%,,,88.89%,63.44%,,85.56%,,88.50%,88.17%,81.83%,,,,,,84.94%,,,,,,,,,,,,,,,
"6036 Government College of Engineering, Kolhapur (Government)",Electronics and Telecommunication Engg,88.41%,,,90.18%,,87.41%,81.06%,,87.22%,88.82%,84.94%,,,,,,,,,,,,,,,,,,,,,
"6036 Government College of Engineering, Kolhapur (Government)",Mechanical & Automation Engineering,83.59%,77.33%,77.80%,69.59%,,76.82%,76.82%,,80.65%,,,,,,,,72.56%,,,,,,72.41%,,,,,,,,,
"6122 TSSMSs Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune (Un-Aided)",Civil Engineering,74.24%,61.37%,72.53%,67.76%,,,72.32%,,47.89%,,58.11%,66.57%,73.44%,68.89%,,,,,,,,63.89%,,,,,,,,,,
"6122 TSSMSs Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune (Un-Aided)",Computer Engineering,87.94%,84.44%,87.60%,88.00%,,87.20%,78.40%,,87.66%,87.31%,83.26%,,,,,,82.56%,81.66%,81.14%,,,,,,,,,,,,,
"6122 TSSMSs Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune (Un-Aided)",Electronics and Telecommunication Engg,84.06%,78.29%,79.76%,85.18%,76.06%,,62.47%,,79.94%,,83.88%,77.26%,,,,,,76.06%,,,,,,,,,,,,,,
"6122 TSSMSs Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune (Un-Aided)",Mechanical Engineering,72.62%,59.53%,66.82%,65.35%,,,66.29%,66.41%,60.05%,,,,58.36%,62.13%,,,,,,,65.47%,,65.38%,,,,,,,,,
"6122 TSSMSs Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune (Un-Aided)",Computer Science and Engineering(Data Science),87.18%,83.71%,,87.63%,,,76.69%,,86.91%,85.49%,,,,,,,,,,,,,,,,,,,,,,
"6138 Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune (Un-Aided)",Civil Engineering,73.89%,63.10%,,76.32%,,70.16%,56.65%,,66.38%,,70.42%,69.89%,60.84%,70.11%,,,,,,,,,67.58%,,,,,,,,,
"6138 Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune (Un-Aided)",Computer Engineering,86.80%,81.09%,85.73%,88.57%,,86.51%,78.11%,,86.23%,,82.46%,83.26%,,,,,,81.83%,,,83.00%,80.63%,85.25%,,,,,,,,,
"6138 Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune (Un-Aided)",Information Technology,85.06%,80.46%,84.17%,85.50%,,85.20%,75.54%,,84.63%,84.60%,78.91%,,81.54%,82.97%,,,77.14%,,83.88%,,82.06%,,,,,,,,,,,
"6138 Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune (Un-Aided)",Artificial Intelligence (AI) and Data Science,83.89%,78.69%,83.26%,83.71%,,83.26%,72.57%,,83.09%,82.11%,77.71%,82.69%,,81.71%,,,,,,,82.87%,74.00%,82.40%,,,,,,,,,
"6138 Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune (Un-Aided)",Electronics and Telecommunication Engg,82.24%,71.11%,78.80%,88.71%,,80.29%,69.37%,,77.49%,79.47%,85.29%,78.65%,75.60%,76.76%,,,,,72.11%,,,,,,,,,,,,,
"6138 Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune (Un-Aided)",Mechanical Engineering,81.08%,73.08%,75.38%,80.63%,,70.53%,77.54%,,79.38%,,,,67.95%,,,,,61.00%,,,,,,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Computer Engineering,91.03%,86.34%,90.51%,91.77%,76.59%,90.57%,84.31%,,90.57%,,87.40%,,,90.00%,77.09%,,85.49%,,,,,,90.38%,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Information Technology,90.40%,86.00%,90.34%,90.51%,,90.29%,83.06%,,90.06%,,,,,,,,,87.31%,,,,87.03%,,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Electrical Engineering,84.67%,78.44%,83.67%,84.72%,,82.00%,79.33%,61.33%,81.88%,84.30%,77.17%,82.56%,79.39%,84.33%,,,,,,80.11%,77.50%,,81.56%,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Electronics and Telecommunication Engg,84.65%,78.17%,83.60%,85.48%,,83.65%,75.50%,,83.18%,84.06%,79.88%,,83.83%,84.29%,,,82.57%,,,,,,82.34%,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Mechanical Engineering,77.13%,66.47%,69.18%,66.86%,,61.82%,66.31%,,74.41%,65.95%,63.60%,67.90%,73.88%,72.15%,,,,58.73%,71.38%,,,68.46%,72.26%,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Electronics and Computer Engineering,87.06%,84.81%,86.69%,88.17%,,87.60%,78.89%,,86.50%,,,79.54%,,84.18%,,,,,,,,,,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Artificial Intelligence and Machine Learning,89.60%,85.77%,89.26%,90.00%,,,82.74%,,89.31%,,,85.83%,,,,,,,,,,,,,,,,,,,,
"6139 Progressive Education Societys Modern College of Engineering, Pune (Un-Aided)",Artificial Intelligence and Data Science,89.54%,85.94%,,89.66%,,88.51%,82.00%,,89.26%,89.53%,,,,,,,84.23%,86.57%,,,,,,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Civil Engineering,84.93%,82.84%,81.33%,85.58%,,81.74%,74.37%,71.05%,83.74%,82.42%,76.05%,84.21%,81.89%,81.11%,,,,,81.37%,,,,,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Computer Engineering,92.00%,88.40%,91.89%,92.00%,70.37%,91.83%,86.06%,,91.18%,,,89.60%,,90.59%,,,,,,,,,,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Information Technology,91.12%,87.89%,91.09%,91.60%,,90.74%,85.03%,76.29%,90.88%,,,,89.09%,,,,,88.75%,,,,,,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Computer Science and Business Systems,90.06%,,,90.13%,,89.26%,83.88%,,89.31%,89.09%,81.26%,,,,,,,,,,,,,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Electrical Engineering,86.83%,80.72%,86.50%,88.76%,69.47%,88.47%,81.20%,,86.11%,87.28%,83.89%,,,84.44%,,,81.17%,,,,,,,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,86.94%,83.23%,86.53%,89.29%,,,81.94%,,86.23%,,,,,,,,,85.59%,,,,82.74%,,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Mechanical Engineering,82.53%,77.49%,79.33%,73.67%,,68.31%,73.49%,,78.92%,78.82%,76.62%,75.42%,76.92%,75.74%,,,69.23%,,,,72.80%,,78.00%,,,,,,,,,
"6141 Jaywant Shikshan Prasarak Mandals,Rajarshi Shahu College of Engineering, Tathawade, Pune (Un-Aided Autonomous)",Automation and Robotics,84.30%,82.47%,,82.59%,,,80.74%,,83.26%,77.49%,,,,,,,75.94%,76.56%,,,,,,,,,,,,,,
"6144 Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune (Un-Aided)",Civil Engineering,68.74%,54.87%,66.47%,61.74%,,,,64.11%,48.97%,,,57.79%,,63.63%,,,,,,,,,,,,,,,,,,
"6144 Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune (Un-Aided)",Computer Engineering,87.73%,82.56%,87.60%,88.86%,,85.20%,78.34%,,85.66%,88.12%,82.46%,84.74%,86.00%,83.66%,,,,,,,83.60%,,86.40%,,,,,,,,,
"6144 Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune (Un-Aided)",Information Technology,86.06%,78.86%,84.38%,86.75%,,85.69%,76.80%,,85.00%,86.20%,79.20%,81.65%,,,,,,80.86%,80.63%,,,77.09%,,,,,,,,,,
"6144 Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune (Un-Aided)",Electronics and Telecommunication Engg,84.67%,76.35%,77.94%,91.76%,72.93%,78.44%,81.18%,,79.35%,,,84.65%,,75.00%,,,,,,,,,,,,,,,,,,
"6144 Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune (Un-Aided)",Mechanical Engineering,82.88%,72.15%,64.76%,79.54%,,73.35%,88.82%,78.47%,73.49%,,68.57%,,69.30%,80.87%,,,,,,,,,,,,,,,,,,
"6144 Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune (Un-Aided)",Artificial Intelligence and Machine Learning,85.88%,84.46%,84.06%,85.56%,,,,,84.00%,,,,,,,,,,,,,,,,,,,,,,,
"6144 Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune (Un-Aided)",Artificial Intelligence and Data Science,83.89%,78.57%,83.31%,83.71%,,83.03%,72.89%,,83.25%,82.51%,77.69%,,79.83%,,,,80.46%,81.14%,,,,,82.29%,,,,,,,,,
"6145 JSPMS Jaywantrao Sawant College of Engineering,Pune (Un-Aided)",Computer Engineering,90.51%,85.56%,89.31%,89.89%,77.31%,88.86%,83.66%,,89.14%,,86.00%,86.74%,,88.46%,,,,,,,,,,,,,,,,,,
"6145 JSPMS Jaywantrao Sawant College of Engineering,Pune (Un-Aided)",Information Technology,89.00%,85.29%,88.86%,90.13%,,88.59%,80.91%,82.80%,88.91%,,,,,87.71%,,,82.17%,,,,,,,,,,,,,,,
"6145 JSPMS Jaywantrao Sawant College of Engineering,Pune (Un-Aided)",Artificial Intelligence (AI) and Data Science,88.69%,,,92.00%,,,79.37%,,88.23%,87.25%,83.14%,78.97%,,,,,,,,,,,,,,,,,,,,
"6145 JSPMS Jaywantrao Sawant College of Engineering,Pune (Un-Aided)",Electrical Engineering,85.44%,78.17%,83.33%,84.44%,68.00%,,76.28%,,82.22%,,80.50%,76.89%,,,,,,71.66%,,,,,,,,,,,,,,
"6145 JSPMS Jaywantrao Sawant College of Engineering,Pune (Un-Aided)",Electronics and Telecommunication Engg,82.71%,77.54%,80.63%,86.27%,,82.88%,75.47%,,81.54%,82.34%,79.09%,,,81.06%,,,69.06%,,,,72.06%,76.24%,74.38%,,,,,,,,,
"6145 JSPMS Jaywantrao Sawant College of Engineering,Pune (Un-Aided)",Mechanical Engineering,76.67%,71.44%,64.31%,70.92%,,68.10%,61.49%,,70.15%,,63.59%,64.49%,69.85%,73.90%,,,,73.18%,,,,,65.19%,,,,,,,,,
"6146 MIT Academy of Engineering,Alandi, Pune (Un-Aided Autonomous)",Civil Engineering,85.05%,79.84%,81.71%,87.21%,,87.00%,68.37%,77.05%,83.65%,,83.05%,,,81.37%,,,81.21%,,78.47%,63.37%,79.26%,79.11%,,,,,,,,,,
"6146 MIT Academy of Engineering,Alandi, Pune (Un-Aided Autonomous)",Computer Engineering,91.00%,86.97%,90.60%,91.38%,75.77%,91.09%,86.97%,75.83%,90.63%,91.31%,87.83%,89.03%,89.89%,90.69%,81.47%,,,,,,,,,,,,,,78.50%,,,
"6146 MIT Academy of Engineering,Alandi, Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,86.53%,80.63%,85.59%,88.00%,65.49%,87.24%,79.56%,57.73%,85.65%,86.35%,83.10%,83.44%,85.71%,86.12%,,,,84.53%,,,67.53%,,80.18%,,,,,,,,,
"6146 MIT Academy of Engineering,Alandi, Pune (Un-Aided Autonomous)",Electronics Engineering,83.09%,75.78%,75.26%,81.71%,,80.69%,70.47%,,80.94%,,75.00%,79.31%,81.35%,,,,,74.59%,,,,,77.18%,,,,,,,,,
"6146 MIT Academy of Engineering,Alandi, Pune (Un-Aided Autonomous)",Chemical Engineering,81.67%,68.17%,,81.83%,,65.09%,68.78%,,74.60%,69.00%,77.06%,,69.37%,,,,,,67.00%,,,,,,,,,,,,,
"6146 MIT Academy of Engineering,Alandi, Pune (Un-Aided Autonomous)",Mechanical Engineering,83.49%,75.79%,77.54%,74.05%,,70.82%,80.36%,,80.41%,68.33%,63.23%,82.56%,80.44%,75.93%,,,,,,,,76.62%,82.82%,,,,,,,,,
"6146 MIT Academy of Engineering,Alandi, Pune (Un-Aided Autonomous)",Computer Engineering (Software Engineering),90.18%,,90.00%,90.85%,,90.19%,84.86%,,90.07%,,88.74%,,,,,,,,,,,,,,,,,,,,,
"6149 Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune (Un-Aided Linguistic Minority - Hindi)",Civil Engineering,53.89%,,,64.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6149 Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune (Un-Aided Linguistic Minority - Hindi)",Computer Engineering,84.17%,,,84.86%,,,,,,,,,,,,,,,,,,,,67.24%,,,,,,,,
"6149 Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune (Un-Aided Linguistic Minority - Hindi)",Information Technology,83.77%,,,82.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6149 Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune (Un-Aided Linguistic Minority - Hindi)",Electronics and Telecommunication Engg,81.53%,,,88.47%,,,,,,,,,,,,,,,,,,,,65.24%,,,,,,,,
"6149 Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune (Un-Aided Linguistic Minority - Hindi)",Mechanical Engineering,77.38%,,,71.54%,,,,,,,,,,,,,,,,,,,,56.00%,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Civil Engineering,75.00%,,,75.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Computer Engineering,88.63%,,,89.37%,,,,,,,,,,,,,,,,,,,,75.83%,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Information Technology,88.00%,,,88.38%,,,,,,,,,,,,,,,,,,,,63.20%,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Computer Science and Engineering (Cyber Security),87.94%,,,86.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Electrical Engineering,82.44%,,,83.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Electronics and Telecommunication Engg,80.39%,,,80.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Mechanical Engineering,74.97%,,,68.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),86.59%,,,87.09%,,,,,,,,,,,,,,,,,,,,67.54%,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Computer Science and Engineering(Data Science),87.35%,,,86.69%,,,,,,,,,,,,,,,,,,,,71.26%,,,,,,,,
"6155 G.H.Raisoni College of Engineering & Management, Wagholi, Pune (Un-Aided Autonomous Linguistic Minority - Hindi)",Computer Science and Engineering (Artificial Intelligence),86.57%,,,87.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6156 Marathwada Mitra Mandals College of Engineering, Karvenagar, Pune (Un-Aided)",Computer Engineering,90.63%,86.23%,,90.00%,,89.94%,82.80%,,90.17%,89.71%,,85.81%,,,,,,88.11%,,,,,,,,,,,,,,
"6156 Marathwada Mitra Mandals College of Engineering, Karvenagar, Pune (Un-Aided)",Information Technology,90.29%,,,89.83%,,89.49%,82.69%,,,89.66%,85.27%,,,,,,,,,,,,,,,,,,,,,
"6156 Marathwada Mitra Mandals College of Engineering, Karvenagar, Pune (Un-Aided)",Electrical Engineering,84.78%,78.11%,83.67%,85.78%,,81.58%,79.00%,66.67%,83.89%,,,,,83.22%,,,,,,,,70.44%,,,,,,,,,,
"6156 Marathwada Mitra Mandals College of Engineering, Karvenagar, Pune (Un-Aided)",Electronics and Telecommunication Engg,85.88%,79.53%,84.65%,87.12%,,,78.06%,,83.17%,,83.53%,,,,,,80.52%,77.77%,,,,,,,,,,,,,,
"6156 Marathwada Mitra Mandals College of Engineering, Karvenagar, Pune (Un-Aided)",Mechanical Engineering,80.82%,74.97%,75.13%,61.59%,,74.97%,70.24%,,75.65%,73.28%,68.16%,74.97%,73.85%,66.51%,,,,,,,,,72.35%,,,,,,,,,
"6156 Marathwada Mitra Mandals College of Engineering, Karvenagar, Pune (Un-Aided)",Artificial Intelligence and Data Science,89.43%,88.61%,89.38%,89.66%,,89.25%,82.57%,,89.26%,,,,,,,,,,,,,,,,,,,,,,,
"6175 Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune (Un-Aided Autonomous)",Civil Engineering,94.21%,,,93.32%,84.68%,,87.37%,,93.80%,92.21%,90.37%,89.79%,,,,89.26%,,,,,,,,,,,,,,,,
"6175 Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune (Un-Aided Autonomous)",Computer Engineering,94.29%,91.77%,94.00%,94.63%,,93.29%,91.31%,77.54%,93.89%,,,,92.63%,94.27%,86.57%,84.74%,90.25%,,,,,,92.23%,,,,,,,,,
"6175 Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune (Un-Aided Autonomous)",Computer Engineering[Direct Second Year Second Shift],93.77%,,93.50%,95.09%,78.46%,,90.06%,,93.49%,,91.60%,,,,,,,,,,,,,,,,,,,,,
"6175 Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune (Un-Aided Autonomous)",Information Technology,93.83%,90.74%,93.66%,93.60%,71.14%,93.24%,91.00%,,93.77%,,,92.29%,,92.56%,,73.43%,,,,,,,,,,,,,,,,
"6175 Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune (Un-Aided Autonomous)",Electronics and Telecommunication Engg,90.82%,84.76%,90.18%,90.18%,,90.00%,85.18%,61.93%,90.68%,90.06%,84.65%,86.94%,,88.18%,77.71%,,,,84.46%,,,83.94%,89.12%,,,,,,,,,
"6175 Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune (Un-Aided Autonomous)",Mechanical Engineering,89.38%,86.97%,88.21%,84.87%,67.18%,82.62%,85.79%,72.56%,87.28%,83.38%,78.97%,,88.10%,85.69%,,,87.64%,76.74%,74.06%,,83.88%,,,,,,65.84%,,,,,
"6175 Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune (Un-Aided Autonomous)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),93.54%,,92.29%,93.26%,70.06%,93.06%,88.76%,,,,90.11%,,,,,,,,,,,,,,,,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Bio Technology,67.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Civil Engineering,82.47%,75.00%,77.47%,80.95%,66.32%,78.00%,62.05%,64.53%,78.74%,78.63%,74.16%,79.05%,76.79%,77.27%,,,75.84%,79.68%,,,,70.11%,80.74%,,,,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Computer Engineering,90.23%,89.14%,89.83%,90.74%,,90.56%,85.37%,,90.11%,,87.31%,87.71%,,88.25%,75.37%,,,,89.66%,,,,89.00%,,,81.03%,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Information Technology,89.89%,86.57%,89.73%,90.07%,,89.89%,84.63%,,89.89%,,,,,87.56%,,76.17%,84.17%,,,,,,,,,,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Electronics and Telecommunication Engg,83.49%,73.76%,82.88%,85.24%,,82.74%,77.88%,,81.71%,84.18%,74.97%,80.29%,80.06%,81.82%,,,80.47%,84.97%,,,,,78.12%,,,,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Chemical Engineering,69.60%,,,65.31%,,,64.06%,,56.06%,,51.73%,,,,,,,,64.89%,,,67.80%,,,,,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Production Engineering,60.00%,,,66.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6177 Sinhgad College of Engineering, Vadgaon (BK), Pune (Un-Aided)",Mechanical Engineering,76.51%,67.00%,68.41%,60.00%,,70.62%,60.00%,,71.85%,,62.31%,69.94%,74.97%,73.13%,,,,69.69%,,,,73.23%,68.31%,,,,,,,,,
"6178 Sinhgad Technical Education Societys Smt. Kashibai Navale College of Engineering,Vadgaon,Pune (Un-Aided)",Computer Engineering,89.60%,84.97%,89.31%,89.66%,,89.20%,82.46%,,88.91%,,84.69%,86.17%,87.81%,86.80%,,,,,,82.60%,88.34%,,88.74%,,,,,82.87%,,,,
"6178 Sinhgad Technical Education Societys Smt. Kashibai Navale College of Engineering,Vadgaon,Pune (Un-Aided)",Information Technology,88.91%,84.69%,88.86%,89.25%,,88.80%,81.83%,,88.86%,,83.66%,,,,,,84.06%,85.49%,,,,,,,,,,,,,,
"6178 Sinhgad Technical Education Societys Smt. Kashibai Navale College of Engineering,Vadgaon,Pune (Un-Aided)",Electronics and Telecommunication Engg,82.12%,73.74%,80.44%,81.47%,,80.45%,56.72%,,80.71%,80.41%,72.89%,73.41%,,78.97%,,,,,76.94%,,,79.71%,77.03%,,,,,,,,,
"6178 Sinhgad Technical Education Societys Smt. Kashibai Navale College of Engineering,Vadgaon,Pune (Un-Aided)",Mechanical Engineering,69.08%,57.13%,63.24%,66.60%,,61.08%,70.77%,,63.59%,,,,65.35%,58.92%,,,,,,,,,,,,,,,,,,
"6179 Indira College of Engineering & Management, Pune (Un-Aided)",Civil Engineering,76.05%,65.16%,70.26%,76.37%,,65.47%,66.58%,,60.00%,,,71.11%,69.79%,74.11%,,,,,,,,,,,,,,,,,,
"6179 Indira College of Engineering & Management, Pune (Un-Aided)",Computer Engineering,88.34%,81.31%,,88.34%,,88.17%,75.37%,,87.14%,87.94%,,82.46%,,85.26%,,,,,,,,,,,,,,,,,,
"6179 Indira College of Engineering & Management, Pune (Un-Aided)",Electronics and Telecommunication Engg,79.29%,69.68%,77.35%,79.54%,,77.79%,74.29%,,77.03%,,71.59%,,,,,,,78.00%,,,,79.00%,,,,,,,,,,
